ID,YEAR,DAY,FOCAL_DEPTH,PRIMARY_MAGNITUDE,COUNTRY,LOCATION_NAME,latitude,longitude,REGION_CODE,MAXIMUM_WATER_HEIGHT
5593,2015,13,12,6.7,JAPAN,JAPAN,30.991,128.877,85,0.3
5594,2015,17,11,6.5,GREECE,IONIAN SEA,38.755,20.552,50,0.15
5598,2016,2,24,7.8,INDONESIA,SW. SUMATRA,-4.908,94.275,60,0.21
5599,2016,16,21,7.8,ECUADOR,OFF COAST,0.382,-79.922,89,0.14
5600,2016,28,27,7,VANUATU,VANUATU ISLANDS,-16.074,167.393,82,0.02
5604,2016,12,10,7.2,NEW CALEDONIA,LOYALTY ISLANDS,-22.495,173.111,82,0.19
5605,2016,19,10,7.4,UK TERRITORY,SOUTHERN ATLANTIC OCEAN,-55.279,-31.874,71,0.1
5606,2016,1,19,7.1,NEW ZEALAND,GISBORNE,-37.401,179.055,81,0.21
5613,2016,13,,7.8,NEW ZEALAND,OFF EAST COAST OF SOUTH ISLAND,-42.757,173.077,81,6.9
5618,2016,21,11,6.9,JAPAN,E. COAST HONSHU ISLAND,37.392,141.403,85,
5620,2016,24,10,7,NICARAGUA,NICARAGUA,11.96,-88.835,88,0.08
5630,2016,8,41,7.8,SOLOMON ISLANDS,SOLOMON ISLANDS,-10.665,161.335,82,0.43
5632,2016,9,21,6.9,SOLOMON ISLANDS,SOLOMON ISLANDS,-10.73,161.107,82,0.05
5636,2016,17,103,7.9,PAPUA NEW GUINEA,SOLOMON SEA,-4.509,153.45,82,0.08
5637,2016,25,35,7.6,CHILE,SOUTHERN CHILE,-43.416,-73.88,89,0.44
5639,2017,3,17,6.9,FIJI,FIJI ISLANDS,-19.326,176.053,81,0.01
5642,2017,22,136,7.9,PAPUA NEW GUINEA,BOUGAINVILLE ISLAND,-6.214,155.122,82,0.04
5643,2017,20,,,IRAN,PERSIAN GULF,27.835,51.94,30,
5647,2017,24,25,6.9,CHILE,CENTRAL CHILE,-33.073,-72.051,89,0.16
5648,2017,28,26,6.9,PHILIPPINES,SOCCSKSARGEN, PHILIPPINES,5.516,125.093,84
5649,2017,1,2,6.2,USA,SKAGWAY, AK,59.844,-136.695,87
5650,2017,29,,,NETHERLANDS,NORTH SEA,,,73,2
5652,2017,12,10,6.3,GREECE,LESBOS,38.932,26.364,50,0.4
5651,2017,17,0,,GREENLAND,KARRAT FJORD,71.813,-52.569,72,90
5654,2017,17,11,7.7,RUSSIA,BERING ISLAND,54.472,168.815,86,0.1
5656,2017,19,,,COLOMBIA,OFF THE COAST NEAR SANTA MARTA,11,-74.3,74,8
5655,2017,20,10,6.7,TURKEY,GULF OF G÷KOVA,36.949,27.458,50,1.9
5658,2017,8,70,8.1,MEXICO,S. MEXICO,15.068,-93.715,,2
